owner_name,owner_profile_url,repo_url_liked_by_owner,repo_url,repo_liked_by_owner,repo_name
,,https://github.com/jcjohnson/simple-amt,,simple-amt,
,,https://github.com/erikbern/deep-pink,,deep-pink,
,,https://github.com/IoannisAntonoglou/optimBench,,optimBench,
,,https://github.com/jetpacapp/DeepBeliefSDK,,DeepBeliefSDK,
,,https://github.com/jnordberg/gif.js,,gif.js,
,,https://github.com/albanie/SIGBOVIK17-GUNs,,SIGBOVIK17-GUNs,
,,https://github.com/sourcegraph/thyme,,thyme,
,,https://github.com/nicolashery/mac-dev-setup,,mac-dev-setup,
,,https://github.com/jcjohnson/densecap,,densecap,
,,https://github.com/dritchie/adnn,,adnn,
,,https://github.com/yueatsprograms/Stochastic_Depth,,Stochastic_Depth,
,,https://github.com/jcjohnson/torch-rnn,,torch-rnn,
,,https://github.com/facebook/fb.resnet.torch,,fb.resnet.torch,
,,https://github.com/pkmital/tensorflow_tutorials,,tensorflow_tutorials,
,,https://github.com/KaimingHe/deep-residual-networks,,deep-residual-networks,
,,https://github.com/waylonflinn/weblas,,weblas,
,,https://github.com/siemanko/tf-adversarial,,tf-adversarial,
,,https://github.com/ckreibich/scholar.py,,scholar.py,
,,https://github.com/sherjilozair/char-rnn-tensorflow,,char-rnn-tensorflow,
,,https://github.com/nlintz/TensorFlow-Tutorials,,TensorFlow-Tutorials,
,,https://github.com/PrincetonVision/marvin,,marvin,
,,https://github.com/tensorflow/tensorflow,,tensorflow,
,,https://github.com/ShaoqingRen/faster_rcnn,,faster_rcnn,
,,https://github.com/GitbookIO/gitbook,,gitbook,
,,https://github.com/jcjohnson/neural-style,,neural-style,
,,https://github.com/tkocisky/oxnn,,oxnn,
,,https://github.com/hardmaru/neuralslimevolley,,neuralslimevolley,
,,https://github.com/Newmu/Theano-Tutorials,,Theano-Tutorials,
,,https://github.com/phanein/deepwalk,,deepwalk,
,,https://github.com/Sohl-Dickstein/Sum-of-Functions-Optimizer,,Sum-of-Functions-Optimizer,
,,https://github.com/jcjohnson/simple-amt,,simple-amt,
,,https://github.com/erikbern/deep-pink,,deep-pink,
,,https://github.com/IoannisAntonoglou/optimBench,,optimBench,
,,https://github.com/jetpacapp/DeepBeliefSDK,,DeepBeliefSDK,
,,https://github.com/jnordberg/gif.js,,gif.js,
,,https://github.com/albanie/SIGBOVIK17-GUNs,,SIGBOVIK17-GUNs,
,,https://github.com/sourcegraph/thyme,,thyme,
,,https://github.com/nicolashery/mac-dev-setup,,mac-dev-setup,
,,https://github.com/jcjohnson/densecap,,densecap,
,,https://github.com/dritchie/adnn,,adnn,
,,https://github.com/yueatsprograms/Stochastic_Depth,,Stochastic_Depth,
,,https://github.com/jcjohnson/torch-rnn,,torch-rnn,
,,https://github.com/facebook/fb.resnet.torch,,fb.resnet.torch,
,,https://github.com/pkmital/tensorflow_tutorials,,tensorflow_tutorials,
,,https://github.com/KaimingHe/deep-residual-networks,,deep-residual-networks,
,,https://github.com/waylonflinn/weblas,,weblas,
,,https://github.com/siemanko/tf-adversarial,,tf-adversarial,
,,https://github.com/ckreibich/scholar.py,,scholar.py,
,,https://github.com/sherjilozair/char-rnn-tensorflow,,char-rnn-tensorflow,
,,https://github.com/nlintz/TensorFlow-Tutorials,,TensorFlow-Tutorials,
,,https://github.com/PrincetonVision/marvin,,marvin,
,,https://github.com/tensorflow/tensorflow,,tensorflow,
,,https://github.com/ShaoqingRen/faster_rcnn,,faster_rcnn,
,,https://github.com/GitbookIO/gitbook,,gitbook,
,,https://github.com/jcjohnson/neural-style,,neural-style,
,,https://github.com/tkocisky/oxnn,,oxnn,
,,https://github.com/hardmaru/neuralslimevolley,,neuralslimevolley,
,,https://github.com/Newmu/Theano-Tutorials,,Theano-Tutorials,
,,https://github.com/phanein/deepwalk,,deepwalk,
,,https://github.com/Sohl-Dickstein/Sum-of-Functions-Optimizer,,Sum-of-Functions-Optimizer,
,,https://github.com/jcjohnson/simple-amt,,simple-amt,
,,https://github.com/erikbern/deep-pink,,deep-pink,
,,https://github.com/IoannisAntonoglou/optimBench,,optimBench,
,,https://github.com/jetpacapp/DeepBeliefSDK,,DeepBeliefSDK,
,,https://github.com/jnordberg/gif.js,,gif.js,
,,https://github.com/albanie/SIGBOVIK17-GUNs,,SIGBOVIK17-GUNs,
,,https://github.com/sourcegraph/thyme,,thyme,
,,https://github.com/nicolashery/mac-dev-setup,,mac-dev-setup,
,,https://github.com/jcjohnson/densecap,,densecap,
,,https://github.com/dritchie/adnn,,adnn,
,,https://github.com/yueatsprograms/Stochastic_Depth,,Stochastic_Depth,
,,https://github.com/jcjohnson/torch-rnn,,torch-rnn,
,,https://github.com/facebook/fb.resnet.torch,,fb.resnet.torch,
,,https://github.com/pkmital/tensorflow_tutorials,,tensorflow_tutorials,
,,https://github.com/KaimingHe/deep-residual-networks,,deep-residual-networks,
,,https://github.com/waylonflinn/weblas,,weblas,
,,https://github.com/siemanko/tf-adversarial,,tf-adversarial,
,,https://github.com/ckreibich/scholar.py,,scholar.py,
,,https://github.com/sherjilozair/char-rnn-tensorflow,,char-rnn-tensorflow,
,,https://github.com/nlintz/TensorFlow-Tutorials,,TensorFlow-Tutorials,
,,https://github.com/PrincetonVision/marvin,,marvin,
,,https://github.com/tensorflow/tensorflow,,tensorflow,
,,https://github.com/ShaoqingRen/faster_rcnn,,faster_rcnn,
,,https://github.com/GitbookIO/gitbook,,gitbook,
,,https://github.com/jcjohnson/neural-style,,neural-style,
,,https://github.com/tkocisky/oxnn,,oxnn,
,,https://github.com/hardmaru/neuralslimevolley,,neuralslimevolley,
,,https://github.com/Newmu/Theano-Tutorials,,Theano-Tutorials,
,,https://github.com/phanein/deepwalk,,deepwalk,
,,https://github.com/Sohl-Dickstein/Sum-of-Functions-Optimizer,,Sum-of-Functions-Optimizer,
,,https://github.com/jcjohnson/simple-amt,,simple-amt,
,,https://github.com/erikbern/deep-pink,,deep-pink,
,,https://github.com/IoannisAntonoglou/optimBench,,optimBench,
,,https://github.com/jetpacapp/DeepBeliefSDK,,DeepBeliefSDK,
,,https://github.com/jnordberg/gif.js,,gif.js,
